date,all,male,female
0.0,2095,1092,1003
1.0,2433,1259,1174
2.0,2364,1206,1158
3.0,2699,1373,1326
4.0,3025,1545,1480
5.0,3508,1840,1668
6.0,3900,2062,1838
7.0,4375,2227,2148
8.0,4827,2540,2287
9.0,5405,2801,2604
10.0,5759,2954,2805
11.0,6006,3152,2854
12.0,5735,2961,2774
13.0,5610,2912,2698
14.0,4980,2585,2395
15.0,5255,2716,2539
16.0,5727,2921,2806
17.0,6066,3145,2921
18.0,6495,3441,3054
19.0,6500,3503,2997
20.0,6562,3519,3043
21.0,6598,3497,3101
22.0,6675,3559,3116
23.0,6566,3466,3100
24.0,6811,3621,3190
25.0,6681,3472,3209
26.0,6582,3472,3110
27.0,6457,3384,3073
28.0,6494,3373,3121
29.0,6427,3257,3170
30.0,6571,3333,3238
31.0,6463,3274,3189
32.0,6411,3205,3206
33.0,6155,3052,3103
34.0,6165,3036,3129
35.0,6590,3244,3346
36.0,6510,3247,3263
37.0,6842,3350,3492
38.0,6909,3293,3616
39.0,7179,3404,3775
40.0,7269,3516,3753
41.0,7506,3591,3915
42.0,8174,3866,4308
43.0,8458,4083,4375
44.0,9112,4415,4697
45.0,9323,4476,4847
46.0,9947,4860,5087
47.0,9996,4790,5206
48.0,10183,4959,5224
49.0,10233,5034,5199
50.0,10362,5067,5295
51.0,10129,4977,5152
52.0,10095,4976,5119
53.0,10156,4996,5160
54.0,10227,5100,5127
55.0,10266,5124,5142
56.0,10050,5043,5007
57.0,9285,4644,4641
58.0,8715,4370,4345
59.0,8278,4271,4007
60.0,7774,4010,3764
61.0,7354,3872,3482
62.0,6598,3453,3145
63.0,6141,3207,2934
64.0,5997,3213,2784
65.0,5565,2840,2725
66.0,5226,2773,2453
67.0,4992,2639,2353
68.0,4826,2495,2331
69.0,4650,2453,2197
70.0,4776,2434,2342
71.0,4717,2445,2272
72.0,4742,2482,2260
73.0,4604,2389,2215
74.0,4737,2432,2305
75.0,3632,1862,1770
76.0,3914,1963,1951
77.0,3868,1921,1947
78.0,3811,1849,1962
79.0,3585,1754,1831
80.0,3524,1705,1819
81.0,3511,1621,1890
82.0,3549,1574,1975
83.0,3157,1337,1820
84.0,3007,1235,1772
85.0,3000,1135,1865
86.0,2949,1116,1833
87.0,2591,926,1665
88.0,2498,830,1668
89.0,2262,641,1621
90.0,2208,635,1573
91.0,1871,489,1382
92.0,1602,368,1234
93.0,1449,295,1154
94.0,1138,222,916
95.0,926,172,754
96.0,712,107,605
97.0,537,83,454
98.0,345,45,300
99.0,259,41,218
100.0,158,15,143
101.0,78,8,70
102.0,30,2,28
103.0,20,2,18
104.0,13,2,11
105.0,15,0,15
106.0,7,1,6
107.0,5,0,5
108.0,0,0,0
109.0,2,1,1
